Tên cơ sở,Địa chỉ,Số phòng,Điện thoại,Cơ quan nhà nước quản lý,Email,Website,Giá,Fax
Park Regis Cocobay Da Nang,"Đường Trường Sa, Phường Hoà Hải, Quận Ngũ Hành Sơn, Thành phố Đà Nẵng",,,Không,,,,
nhà nghỉ bảo như,"117 trần văn nghiêm, Phường An Thới, Quận Bình Thuỷ, Thành phố Cần Thơ",,,Không,,,,
Nhà nghỉ Hoàng Anh,"Số nhà 271A  đường Nguyễn Đức Cảnh, tổ 4 khu 3A, phường Quang Hanh, thành phố Cẩm Phả, tỉnh Quảng Ninh, Phường Quang Hanh, Thành phố Cẩm Phả, Quảng Ninh",,,Không,,,,
Nhà nghỉ 68 ông cò,"98b kv phú quới, Phường Thường Thạnh, Quận Cái Răng, Thành phố Cần Thơ",,,Không,,,,
Nhà nghỉ Thu Hằng,"Khu 9, Thị trấn Cái Rồng, Huyện Vân Đồn, Quảng Ninh",,,Không,,,,
Nhà Nghỉ Ngọc Uyên,"Xóm 4 thôn xuân lai xã  an ấp huyện Quỳnh phụ tỉnh thái  bình, Xã An Ấp, Huyện Quỳnh Phụ, Thái Bình",,,Không,,,,
Marvin Hotel & Apartment Da Nang,"79-81 Hoàng Bích Sơn, Phường An Hải Bắc, Quận Sơn Trà, Thành phố Đà Nẵng",,,Không,,,,
Đòn Gánh Homestay Buôn Ma Thuột,"152/48 Hoàng Hoa Thám, Phường Tân Tiến, Thành phố Buôn Ma Thuột, Đắk Lắk",,,Không,,,,
Nhà nghỉ 68,"Thôn 6, Xã Nam Dong, Huyện Cư Jút, Đắk Nông",,,Không,,,,
Nhà Nghỉ Bình Dân,"Lô A5-Số 74-75 Tôn Thất Tùng , Phù đổng, TP Pleiku, Tỉnh Gia lai, Phường Phù Đổng, Thành phố Pleiku, Gia Lai",,,Không,,,,
Nhà nghỉ Biên Thùy,"Tiểu khu1, thị trấn Phù Yên, Thị trấn Phù Yên, Huyện Phù Yên, Sơn La",,,Không,,,,
The Grand hotel,"Số 1A đường Lê Thái Tổ, Phường Võ Cường, Thành phố Bắc Ninh, Bắc Ninh",,,Không,,,,
Khách Sạn Bảo Ngọc,"153 D2, Phường Tăng Nhơn Phú A, Quận 9, Thành phố Hồ Chí Minh",,,Không,,,,
Nhà nghỉ phong lan,"Khu bến sơn, Thị trấn Yên Lập, Huyện Yên Lập, Phú Thọ",,,Không,,,,
Khách Sạn Hữu Nghị Bắc Giang,"Số 02, đường Ngô Gia Tự, Phường Trần Phú, Thành phố Bắc Giang, Bắc Giang",,,Không,,,,
Maple leaf hotel,"120/39 Nguyễn Thiện Thuật, phường Tân Lập, Nha Trang, Khánh Hòa, Phường Tân Lập, Thành phố Nha Trang, Khánh Hòa",,,Không,,,,
Khách Sạn Thu Nga,"65 Nguyễn Cửu Vân, Phường 17, Quận Bình Thạnh, Thành phố Hồ Chí Minh",,,Không,,,,
Khách Sạn Trường Giang,"417 Trần Hưng Đạo, Phường An Hải Tây, Quận Sơn Trà, Thành phố Đà Nẵng",,,Không,,,,
Nhà nghỉ Tùng Dương 2,"Đường Hoàng Quốc Việt, Phường Hiến Nam, Thành phố Hưng Yên, Hưng Yên",,,Không,,,,
Khách sạn Việt Hàn,"19, ngõ A3, đường Đinh Lễ, Phường Hưng Dũng, Thành phố Vinh, Nghệ An",,,Không,,,,
Nhà nghỉ Rạng Đông,"Cao Bá Quát - thôn Bình Khánh, Xã Diên Hòa, Huyện Diên Khánh, Khánh Hòa",,,Không,,,,
V Hotel Nha Trang,"8 Hùng Vương, Phường Lộc Thọ, Thành phố Nha Trang, Khánh Hòa",,,Không,,,,
KHÁCH SẠN LOVE,"623 XÔ VIẾT NGHỆ TĨNH P26 QUẬN BÌNH THẠNH TPHCM, Phường 26, Quận Bình Thạnh, Thành phố Hồ Chí Minh",,,Không,,,,
Phòng cho thuê gia huyên,"28 ông ích khiêm, Phường 14, Quận 11, Thành phố Hồ Chí Minh",,,Không,,,,
nhà nghỉ Lê Dinh,"322 CMT8, Phường Bùi Hữu Nghĩa, Quận Bình Thuỷ, Thành phố Cần Thơ",,,Không,,,,
Nhà nghỉ Hương Sơn,"Khu 10B phường Quang Hanh, thành phố Cẩm Phả, tỉnh Quảng Ninh, Phường Quang Hanh, Thành phố Cẩm Phả, Quảng Ninh",,,Không,,,,
Nhà nghỉ Vân Sơn,"Khu 8, Thị trấn Cái Rồng, Huyện Vân Đồn, Quảng Ninh",,,Không,,,,
Nhà Nghỉ Ngọc Vy,"Tổ dân phố Trung Đồng, Huyện Hiệp Hòa, Bắc Giang",,,Không,,,,
Maple Suite and Apartment,"90 Lê Mạnh Trinh, Phường Phước Mỹ, Quận Sơn Trà, Thành phố Đà Nẵng",,,Không,,,,
khách sạn sáu thủy,"khối 4, Thị trấn Diễn Châu, Huyện Diễn Châu, Nghệ An",,,Không,,,,
Xuân Nghị Homstay,"thông Đồng Tý , xã Phúc An, huyện Yên Bình Tỉnh Yên Bái, Xã Phúc An, Huyện Yên Bình, Yên Bái",,,Không,,,,
Nhà Nghỉ Bình Yên,"100 Trường Chinh, Phường Phù Đổng, Thành phố Pleiku, Gia Lai",,,Không,,,,
Nhà trọ Y Xoa,"Bản Chống Tra, xã Háng Đồng, huyện Bắc Yên, tỉnh Sơn La, Xã Háng Đồng, Huyện Bắc Yên, Sơn La",,,Không,,,,
Khách sạn Ngọc Hà,"Xuân Thượng 1, đường Triệu Việt Vương, Phúc Thắng, Phúc Yên, Vĩnh Phúc, Phường Phúc Thắng, Thị xã Phúc Yên, Vĩnh Phúc",,,Không,,,,
NHÀ KHÁCH CÔNG ĐOÀN,"02 TRƯỜNG CHINH, Phường Thắng Lợi, Thành phố Buôn Ma Thuột, Đắk Lắk",,,Không,,,,
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ KHÁCH SẠN AN PHÚ XUÂN,"54 Ấp 10 ,Xã Xuân Định ,Huyện Xuân Lộc ,Tỉnh Đồng Nai, Xã Xuân Định, Huyện Xuân Lộc, Đồng Nai",,,Không,,,,
Khách sạn Phú Phát,"06 Lý Thái Tổ; TT  Plei Kần; H. Ngọc Hồi; T. Kon Tum, Thị trấn Plei Kần, Huyện Ngọc Hồi, Kon Tum",,,Không,,,,
Nhà nghỉ nhà ta Homstay,"tiểu khu 8, Thị trấn Mộc Châu, Huyện Mộc Châu, Sơn La",,,Không,,,,
Khách Sạn Thuý Hằng,"131 Ấp 5, Xã Xuân Thới Thượng, Huyện Hóc Môn, Thành phố Hồ Chí Minh",,,Không,,,,
Nhà nghỉ Trà My,"263-Đs.12-KDCĐTXD-Kp.Bình Cư 3, Phường 6, Thành phố Tân An, Long An",,,Không,,,,
Khách sạn Việt Phú,"Lô 16 Trung tâm TM Thanh Hà, Phường Phủ Hà, Thành phố Phan Rang-Tháp Chàm, Ninh Thuận",,,Không,,,,
Nhà Nghỉ Hằng Nga,"Tổ 7, thị trấn Đồng Tâm, huyện Chợ Mới, tỉnh Bắc Kạn, Thị trấn Đồng Tâm, Huyện Chợ Mới, Bắc Kạn",,,Không,,,,
Nhà nghỉ Bảo Lộc,"Ấp hòa thuận 2, Xã Hiệp Hòa, Huyện Đức Hòa, Long An",,,Không,,,,
Nhà nghỉ Bích Phương,"Tổ 23, Hòn Nghê, Vĩnh Ngọc, Xã Vĩnh Ngọc, Thành phố Nha Trang, Khánh Hòa",,,Không,,,,
Khách sạn Gia Hân,"196 Phan Xích Long, Phường 07, Quận Phú Nhuận, Thành phố Hồ Chí Minh",,,Không,,,,
Pearl River Hoian Hotel & Spa,"12-14 Huyền Trân Công Chúa , Phường Cẩm Châu, Thành phố Hội An, Quảng Nam",,,Không,,,,
nhà nghỉ ngọc anh,"54 đường 53 kdc ngân thuận, Phường Bình Thủy, Quận Bình Thuỷ, Thành phố Cần Thơ",,,Không,,,,
Nhà nghỉ như Nguyệt,"Chính trung yên trung yên phong Bắc ninh , Xã Yên Trung, Huyện Yên Phong, Bắc Ninh",,,Không,,,,
Nhà nghỉ Minh Toàn,"Tổ 3 khu 9B phường Quang Hanh, thành phố Cẩm Phả, tỉnh Quảng Ninh, Phường Quang Hanh, Thành phố Cẩm Phả, Quảng Ninh",,,Không,,,,
Nhà nghỉ hoa hồng,"Khu 5, Thị trấn Cái Rồng, Huyện Vân Đồn, Quảng Ninh",,,Không,,,,
Nhà Nghỉ Nhung Soạn,"Pù Mò Bằng Vân, Xã Bằng Vân, Huyện Ngân Sơn, Bắc Kạn",,,Không,,,,
MC Condotel,"103 Phan Tứ, Phường Mỹ An, Quận Ngũ Hành Sơn, Thành phố Đà Nẵng",,,Không,,,,
Nhà nghỉ Như Ý,"0982916469, Xã Tân Dĩnh, Huyện Lạng Giang, Bắc Giang",,,Không,,,,
về nhà chú,"Ấp Thới Thạnh, Xã Thới Sơn, Thành phố Mỹ Tho, Tiền Giang",,,Không,,,,
Nhà Nghỉ Thanh Tâm,"46 Trường Chinh, Phường Phù Đổng, Thành phố Pleiku, Gia Lai",,,Không,,,,
Khách sạn Ngọc Hà 3,"Khách sạn Ngọc Hà 3, đường Mê Linh, phường Khai Quang, Vĩnh Yên, Vĩnh Phúc, Phường Khai Quang, Thành phố Vĩnh Yên, Vĩnh Phúc",,,Không,,,,
Nhà nghỉ trường thích,"Khu tân an 4, Thị trấn Yên Lập, Huyện Yên Lập, Phú Thọ",,,Không,,,,
Khách sạn Phú Thủy,"42/2y, Ấp Mới 2, xã Trung Chánh, Hóc Môn, Xã Trung Chánh, Huyện Hóc Môn, Thành phố Hồ Chí Minh",,,Không,,,,
Mari Gold hotel and apartment,"14 Nguyễn cao luyện, Phường An Hải Bắc, Quận Sơn Trà, Thành phố Đà Nẵng",,,Không,,,,
Khách Sạn Thuận Phước,"73 Nguyễn Hữu Cảnh, P. Châu Phú A, TP. Châu Đốc , An Giang, Phường Châu Phú A, Thành phố Châu Đốc, An Giang",,,Không,,,,
Khách sạn việt trung,"Số 10, phố ngô gia tự, phường trần phú, tp móng cái, tỉnh quảng ninh, Phường Trần Phú, Thành phố Móng Cái, Quảng Ninh",,,Không,,,,
nhà nghỉ Hồng Châu,"số 9 Ninh Hòa, Phường Ninh Thạnh, Thành phố Tây Ninh, Tây Ninh",,,Không,,,,
Khách sạn Vàn Chảy,"176 Vũ Văn Hiếu, Xã Đồng Tiến, Huyện Cô Tô, Quảng Ninh",,,Không,,,,
Nhà nghỉ Tùng Hiếu 1,"Khu đô thị Nam võ cường, Phường Võ Cường, Thành phố Bắc Ninh, Bắc Ninh",,,Không,,,,
Nhà nghỉ Thiên Phúc,"Tổ 23 Hòn Nghê, Xã Vĩnh Ngọc, Thành phố Nha Trang, Khánh Hòa",,,Không,,,,
The sky hotel,"lô 1 đương n5, kp lập thành, thị trân dầu giây, đông nai., Thị trấn Dầu Giây, Huyện Thống Nhất, Đồng Nai",,,Không,,,,
Dao Homestay,"Thôn Nậm Hồng, Xã Thông Nguyên, Huyện Hoàng Su Phì, Tỉnh Hà Giang, Xã Thông Nguyên, Huyện Hoàng Su Phì, Hà Giang",,,Không,,,,
Khách sạn Gia Hưng,"TDP Đông Trinh, Phường Kỳ Trinh, Thị xã Kỳ Anh, Hà Tĩnh",,,Không,,,,
PEONY HOTEL,"352 Phạm Văn Đồng, Phường Cam Lợi, Thành Phố Cam Ranh, Tỉnh Khánh Hòa, Phường Cam Lợi, Thành phố Cam Ranh, Khánh Hòa",,,Không,,,,
nhà nghỉ thư lâm,"14/10A, Phường Bình Thủy, Quận Bình Thuỷ, Thành phố Cần Thơ",,,Không,,,,
Nhà nghỉ Ngọc Dũng,"Số 486 đường Nguyễn Đức Cảnh, tổ 1 khu 4A phường Quang Hanh, Cẩm Phả, Quảng Ninh, Phường Quang Hanh, Thành phố Cẩm Phả, Quảng Ninh",,,Không,,,,
Nhà nghỉ hồng ngọc,"Khu 9, Thị trấn Cái Rồng, Huyện Vân Đồn, Quảng Ninh",,,Không,,,,
Nhà Nghỉ Nhật Ánh,"xóm 22,xã Đông Kết,huyện Khoái Châu,tỉnh Hưng Yên, Xã Đông Kết, Huyện Khoái Châu, Hưng Yên",,,Không,,,,
Minh Trần Apartment and Hotel,"29 Ngô Gia Tự, Phường Hải Châu  I, Quận Hải Châu, Thành phố Đà Nẵng",,,Không,,,,
Nhà nghỉ Ngọc Quỳnh,"Tổ dân phố số 3, Huyện Lạng Giang, Bắc Giang",,,Không,,,,
Nhà khách Tỉnh ủy Gia Lai,"20 Lê Hồng Phong, Phường Diên Hồng, Thành phố Pleiku, Gia Lai",,,Không,,,,
Hoan san homestay Tà Xùa,"Bản tà xùa- xã tà xua-bắc yên- sơn la, Xã Tà Xùa, Huyện Bắc Yên, Sơn La",,,Không,,,,
khách sạn THANH NHUNG,"LÔ 17 PHẠM VĂN ĐỒNG, Phường An Hải Bắc, Quận Sơn Trà, Thành phố Đà Nẵng",,,Không,,,,
Khách sạn Ngọc Hà Đại Lải,"Khu A Đại Lải, xã Cao Minh, Phúc Yên, Vĩnh Phúc, Xã Cao Minh, Thị xã Phúc Yên, Vĩnh Phúc",,,Không,,,,
NHÀ HÀNG KHÁCH SẠN SÔNG QUỲNH,"Khối Tân Đông, Phường Quỳnh Dị, Thị xã Hoàng Mai, Nghệ An",,,Không,,,,
nhà nghỉ ANH TUẤN,"khu thống nhất 2, Xã Ngọc Lập, Huyện Yên Lập, Phú Thọ",,,Không,,,,
Khách sạn Phúc Anh,"Số 8-10 Nguyễn Cao, Phường Ninh Xá, Thành phố Bắc Ninh, Bắc Ninh",,,Không,,,,
Khách sạn vking,"Tdp 3, phường Hưng trí, tx kỳ anh, tỉnh hà tĩnh, Phường Hưng Trí, Thị xã Kỳ Anh, Hà Tĩnh",,,Không,,,,
Nhà Nghỉ Thương Huyền,"Số 6 đường Nguyễn Đình Nghỉ, phường Hồng Châu, Phường Hồng Châu, Thành phố Hưng Yên, Hưng Yên",,,Không,,,,
Khách sạn Tùng Lâm,"229 đường An Định, Phường Cẩm Thượng, Thành phố Hải Dương, Hải Dương",,,Không,,,,
SEA CORNER BOUTIQUE HOTEL,"196 Trần Bạch Đằng, Phường Mỹ An, Quận Ngũ Hành Sơn, Thành phố Đà Nẵng",,,Không,,,,
Nhà nghỉ Tùng Hiếu 2,"Đường Hoàng Hoa Thám,phường Võ Cường,TP Bắc Ninh, Phường Võ Cường, Thành phố Bắc Ninh, Bắc Ninh",,,Không,,,,
Nhà nghỉ hồng quyên,"Hẻm số số 7. Nguyễn xiễn. Hòn nghê 1, Xã Vĩnh Ngọc, Thành phố Nha Trang, Khánh Hòa",,,Không,,,,
Nhà Nghỉ Huy Hoàng,"219 Ấp An Cư, Xã An Sơn, Xã An Sơn, Huyện Kiên Hải, Kiên Giang",,,Không,,,,
Khách sạn Gia Khải,"136 phan xích long, Phường 07, Quận Phú Nhuận, Thành phố Hồ Chí Minh",,,Không,,,,
nhà nghỉ thanh bình,"C1.KDC.Quân đôi, Phường Thường Thạnh, Quận Cái Răng, Thành phố Cần Thơ",,,Không,,,,
Nhà nghỉ Thiêm Hòa,"Số 496 đường Đặng Châu Tuệ, Quang Hanh, Cẩm Phả, Quảng Ninh, Phường Quang Hanh, Thành phố Cẩm Phả, Quảng Ninh",,,Không,,,,
Jungle House,"373/40 Phạm Ngũ Lão, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh",,,Không,,,,
Nhà nghỉ thịnh hưng,"Khu 1 thị trấn cái rồng huyện vân đồn tỉnh quảng ninh, Thị trấn Cái Rồng, Huyện Vân Đồn, Quảng Ninh",,,Không,,,,
Nhà Nghỉ NiNa,"Suối Tân.Cam Lâm.Khánh Hòa, Xã Suối Tân, Huyện Cam Lâm, Khánh Hòa",,,Không,,,,
Modern House Nha Trang,"183/1 nguyễn thiện thuật, lộc thọ, Nha Trang, Khánh Hoà, Phường Lộc Thọ, Thành phố Nha Trang, Khánh Hòa",,,Không,,,,
khách sạn sao mai,"29/59 đoàn thị điểm, Phường 01, Quận Phú Nhuận, Thành phố Hồ Chí Minh",,,Không,,,,
Thành Sầu Homstay,"xã Phúc An, huyện Yên Bình, Tỉnh Yên Bái, Xã Phúc An, Huyện Yên Bình, Yên Bái",,,Không,,,,
Nhà nghỉ 900,"900 trường chinh, Phường Chi Lăng, Thành phố Pleiku, Gia Lai",,,Không,,,,
Nhà Nghỉ Khánh Minh,"Thôn 2, Xã Tông Lạnh, Huyện Thuận Châu, Sơn La",,,Không,,,,
khách sạn DTX NHA TRANG,"3A Quân Trấn, Phường Lộc Thọ, Thành phố Nha Trang, Khánh Hòa",,,Không,,,,
Khách sạn Ngọc Hân,"Số nhà 19 đường tùng dinh Cát Bà, Thị trấn Cát Bà, Huyện Cát Hải, Thành phố Hải Phòng",,,Không,,,,
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VÀ XÂY DỰNG VIÊN PHÚC -  KHÁCH SẠN NICE,"SH21, KHU APEC MANDALA WYNDHAM, PHƯỜNG 7, TP TUY HÒA, TỈNH PHÚ YÊN, Phường 7, Thành phố Tuy Hoà, Phú Yên",,,Không,,,,
Khách sạn Phúc Hậu,"Tôn Đức Thắng, Khu 5, Côn Đảo, Bà Rịa - Vũng Tàu, Huyện Côn Đảo, Bà Rịa - Vũng Tàu",,,Không,,,,
King house hotel,"301 chính hữu, Phường Phước Mỹ, Quận Sơn Trà, Thành phố Đà Nẵng",,,Không,,,,
Khách sạn Tăng Hà,"N21-23 KDC Hưng Phú 1, Phường Hưng Phú, Quận Cái Răng, Thành phố Cần Thơ",,,Không,,,,
Vannhimtv,"47 bùi thị xuân, Phường 2, Thành phố Đà Lạt, Lâm Đồng",,,Không,,,,
Nhà nghỉ hồng châu,"Ấp đông thành, Xã Tân Đông, Huyện Tân Châu, Tây Ninh",,,Không,,,,
Nhà nghỉ phi anh,"Tổ 23 hòn nghê, Xã Vĩnh Ngọc, Thành phố Nha Trang, Khánh Hòa",,,Không,,,,
Thu Chìu Homestay,"Thôn Nậm Hồng, Xã Thông Nguyên, Huyện Hoàng Su Phì, Tỉnh Hà Giang, Xã Thông Nguyên, Huyện Hoàng Su Phì, Hà Giang",,,Không,,,,
Khách sạn Giang Sơn,"230 đường 1/4 thị trấn cát bà, cát hải, hải phòng, Thị trấn Cát Bà, Huyện Cát Hải, Thành phố Hải Phòng",,,Không,,,,
Năm long Plus hotel,"28a phan chu trinh, đồng với, quảng bình, Thành Phố Đồng Hới, Quảng Bình",,,Không,,,,
Nhà nghỉ Thái Bình,"Khu 10B, Phường Quang Hanh, Thành phố Cẩm Phả, Quảng Ninh",,,Không,,,,
Khách sạn ACE BẾN THÀNH,"100 LÝ TỰ TRỌNG, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh",,,Không,,,,
Nhà nghỉ toàn thắng,"Số nhà 60 tổ 2 khu 9 cái rồng vân đồn quảng ninh, Thị trấn Cái Rồng, Huyện Vân Đồn, Quảng Ninh",,,Không,,,,
Nhà Nghỉ Padama,"19 tổ 3 k2 Bãi Cháy Hạ Long, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",,,Không,,,,
Monalisa Hotel & Apartment,"18 - 24 Phan Tôn, Phường Mỹ An, Quận Ngũ Hành Sơn, Thành phố Đà Nẵng",,,Không,,,,
Nhà nghỉ Loan Phượng,"Xã Tiên Lục, Xã Tiên Lục, Huyện Lạng Giang, Bắc Giang",,,Không,,,,
tam cốc lavender Homestay,"Đội 1 Văn Lâm ( Đường bờ hồ Tam Cốc), Xã Ninh Hải, Huyện Hoa Lư, Ninh Bình",,,Không,,,,
Nhà nghỉ Gia Bảo,"52 Nguyễn Công Trứ, Phường Yên Đỗ, Thành phố Pleiku, Gia Lai",,,Không,,,,
Nhà Nghỉ Phượng Hoàng,"Bản Kiến Xương, Xã Phổng Lái, Huyện Thuận Châu, Sơn La",,,Không,,,,
Coconut Hotel Phu Yen,"294 hùng vương, phường 7, tp Tuy hoà, phú yên, Phường 7, Thành phố Tuy Hoà, Phú Yên",,,Không,,,,
Khách sạn Phúc Lộc,"E4-1/1 Đường Chí Linh 26, khu đô thị Chí Linh, Phường 10, Thành phố Vũng Tàu, Bà Rịa - Vũng Tàu",,,Không,,,,
Marina Tam Đảo Hotel,"Thôn 1 thị trấn Tam Đảo - Vĩnh Phúc, Thị trấn Tam Đảo, Huyện Tam Đảo, Vĩnh Phúc",,,Không,,,,
Nhà nghỉ Phi Long,"Số nhà 567, Thị trấn Văn Giang, Huyện Văn Giang, Hưng Yên",,,Không,,,,
Khách sạn Tường Thanh,"Khu 3 thị trấn Cô Tô, Phố Ký Con, Thị trấn Cô Tô, Huyện Cô Tô, Quảng Ninh",,,Không,,,,
Nhà nghỉ Hồng Nhung,"Thôn 1, Phường Xuân Lâm, Huyện Tĩnh Gia, Thanh Hóa",,,Không,,,,
Nhà nghỉ Xuân Hòa,"29 hàn mặc tử, Phường Kinh Bắc, Thành phố Bắc Ninh, Bắc Ninh",,,Không,,,,
Nhà nghỉ thuận hòa,"Tổ 23 hòn nghê 1, Xã Vĩnh Ngọc, Thành phố Nha Trang, Khánh Hòa",,,Không,,,,
Nhà Nghỉ Thuý Kiệp,"Số 29, tổ 3 , ấp Củ Tron, xã An Sơn , huyện Kiên Hải, tỉnh Kiên Giang, Xã An Sơn, Huyện Kiên Hải, Kiên Giang",,,Không,,,,
Khách sạn Gió Lộng Biệt Động Sài Gòn,"166/8 Tắc Xuất, Thị trấn Cần Thạnh, Huyện Cần Giờ, Thành phố Hồ Chí Minh",,,Không,,,,
Nhà nghỉ hạnh phát 7,"70D6 KDC HỒNG LOAN, Phường Hưng Thạnh, Quận Cái Răng, Thành phố Cần Thơ",,,Không,,,,
Nhà nghỉ Tâm Đức,"Số nhà 263 đường Nguyễn Đức Cảnh tổ 5 khu 3A phường Quang Hanh, thành phố Cẩm Phả, tỉnh Quảng Ninh, Phường Quang Hanh, Thành phố Cẩm Phả, Quảng Ninh",,,Không,,,,
Next Home,"393/10 Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Thành phố Hồ Chí Minh",,,Không,,,,
Nhà nghỉ vân nam,"Sn 04 khu 9, Thị trấn Cái Rồng, Huyện Vân Đồn, Quảng Ninh",,,Không,,,,
Nhà Nghỉ Phúc Thịnh,"Sn 393 Đường Hoà Bình , Thành Phố Hoà Bình, Hoà Bình, Phường Hữu Nghị, Thành phố Hòa Bình, Hoà Bình",,,Không,,,,
Moonlight Apartment,"32 Trịnh Hoài Đức, Vĩnh Hòa, Nha Trang, Phường Vĩnh Hòa, Thành phố Nha Trang, Khánh Hòa",,,Không,,,,
Nhà nghỉ Khánh Huyền,"Thôn Vinh Quang, Xã Yên Mỹ, Huyện Lạng Giang, Bắc Giang",,,Không,,,,
pù luông Ohayo,"Bản đôn, Xã Thành Lâm, Huyện Bá Thước, Thanh Hóa",,,Không,,,,
Khách sạn Calvin,"342C bà Triệu, Phường Lê Đại Hành, Quận Hai Bà Trưng, Thành phố Hà Nội",,,Không,,,,
Nhà nghỉ YALY,"Thôn 9, xã Nghĩa Hưng, huyện Chư Păh, tỉnh Gia Lai, Xã Nghĩa Hưng, Huyện Chư Păh, Gia Lai",,,Không,,,,
Nhà Nghỉ Thuý Thơ,"Xã Kiến Xương, Xã Phổng Lái, Huyện Thuận Châu, Sơn La",,,Không,,,,
Nhà nghỉ Mỹ Linh,"Ấp 2, Xã Lương Tâm, Huyện Long Mỹ, Hậu Giang",,,Không,,,,
Camelia Hotel,"16A ngõ 10 Đường Tràng An Phường Tân Thành Thành Phố Ninh Bình, Phường Tân Thành, Thành phố Ninh Bình, Ninh Bình",,,Không,,,,
Nhà nghỉ Vân An,"07/30 Lê Hồng Phong, Phường 7, Tuy Hòa, Phú Yên, Phường 7, Thành phố Tuy Hoà, Phú Yên",,,Không,,,,
Khách sạn Lữ Hưởng,"Tổ 1, Thị trấn Đông Hưng, Huyện Đông Hưng, Thái Bình",,,Không,,,,
Khách Sạn Phúc Ngọc,"1328 Nguyễn Trung Trực, Phường An Bình, Thành phố Rạch Giá, Kiên Giang",,,Không,,,,
Maris Hotel,"990 Ngô Quyền, Phường An Hải Tây, Quận Sơn Trà, Thành phố Đà Nẵng",,,Không,,,,
King house villa Hotel,"25 mỹ khê 1, Phường Phước Mỹ, Quận Sơn Trà, Thành phố Đà Nẵng",,,Không,,,,
Khách sạn vân nguyễn,"6-8 đường số 3, Phường An Bình, Quận Ninh Kiều, Thành phố Cần Thơ",,,Không,,,,
Khách sạn Tường Vi 2,"Số 10 Lô 22B Lê Hồng Phong, Phường Đông Khê, Quận Ngô Quyền, Thành phố Hải Phòng",,,Không,,,,
Nhà nghỉ Hồng Phát,"Ấp Ông Lễ, Xã Bình Hiệp, Thị xã Kiến Tường, Long An",,,Không,,,,
Nhà nghỉ hồng ngọc,"Ấp đông hiệp, Xã Tân Đông, Huyện Tân Châu, Tây Ninh",,,Không,,,,
Khách sạn Giấc Mơ Hồng,"26/3 Lê Văn Tám, Phường 10, Thành phố Đà Lạt, Lâm Đồng",,,Không,,,,
ORCHARD HOME RESORT,"Ấp 5 , xã Nam Cát Tiên , huyện Tân Phú , tỉnh Đồng Nai, Xã Nam Cát Tiên, Huyện Tân Phú, Đồng Nai",,,Không,,,,
Nhà Nghỉ Mỹ Linh,"E8-15 Cao Minh Lộc, Phường Phú Thứ, Quận Cái Răng, Thành phố Cần Thơ",,,Không,,,,
Nhà vườn Ban Mai,"Số 23 Lê Lợi, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",,,Không,,,,
Việt linh hotel,"124 khu 9, Thị trấn Cái Rồng, Huyện Vân Đồn, Quảng Ninh",,,Không,,,,
Nhà Nghỉ Quỳnh Mai,"Thôn Bó Lù, xã Nam Mẫu, Huyện Ba Bể, tỉnh Bắc Cạn, Xã Nam Mẫu, Huyện Ba Bể, Bắc Kạn",,,Không,,,,
ROYAL KHANH HOTEL,"68 NGUYỄN HUỆ - TUY HÒA - PHÚ YÊN, Phường 5, Thành phố Tuy Hoà, Phú Yên",,,Không,,,,
nhà nghỉ ánh nguyên,"591a phạm văn đồng,phường đống đa,thành phố pleiku, gia lai, Phường Đống Đa, Thành phố Pleiku, Gia Lai",,,Không,,,,
Nhà nghỉ Cộng đồng Pha Đin,"Bản Cổng Chặp, Xã Phổng Lái, Huyện Thuận Châu, Sơn La",,,Không,,,,
Khách sạn Nguyên Gia,"TT113, Khu A2.3 đường Hoàng Sa, phường Thọ Quang, quận Sơn Trà, thành phố Đà Nẵng, Phường Thọ Quang, Quận Sơn Trà, Thành phố Đà Nẵng",,,Không,,,,
Cong ty TNHH Indochina Resort Hoi An,"Khối Hà My Đông B, phường Điện Dương, thị xã Điện Bàn, tỉnh Quảng Nam, Phường Điện Dương, Thị xã Điện Bàn, Quảng Nam",,,Không,,,,
Nhà Nghỉ Cây Si,"Đông Tân Đông Hưng Thái Bình, Xã Đông Tân, Huyện Đông Hưng, Thái Bình",,,Không,,,,
Khách sạn Phúc Thọ,"Khu 4, thị trấn Sìn Hồ, huyện Sìn Hồ, tỉnh Lai Châu, Thị trấn Sìn Hồ, Huyện Sìn Hồ, Lai Châu",,,Không,,,,
Max Hotel,"C29-C30 Đường 27 - Công ty 8, P.Hưng Thạnh, Cái Răng, Phường Hưng Thạnh, Quận Cái Răng, Thành phố Cần Thơ",,,Không,,,,
Khách Sạn Thúy Nga,"Số 11, Phố Cây Tháp, Hồng Gai, Hạ Long, Quảng Ninh, Phường Hồng Gai, Thành phố Hạ Long, Quảng Ninh",,,Không,,,,
