Tên cơ sở,Địa chỉ,Điện thoại,Email,Website,Fax
Siêu Thị Co.opmart Đông Hà,"2 Trần Hưng Đạo, Phường 1, Thành phố Đông Hà, Quảng Trị",0233 3666 996,,http://www.co-opmart.com.vn/lienhe/hethongcoopmart.aspx,0233 3666 995
Chợ Đông Hà,"Trần Hưng Đạo, Phường 1, Thành phố Đông Hà, Quảng Trị",,,,
Chợ Cai Lậy,"Đường Đặng Văn Thạnh, Khu phố 1, Phường 1, Thị xã Cai Lậy, Tiền Giang",,,,
Chợ Vàm Láng,"Âp Hoà Thơm 1, Thị trấn Tân Hòa, Huyện Gò Công Đông, Tiền Giang",,,,
Siêu thị Big C mỹ tho,"545 Lê Văn Phẩm, Phường 5, Thành phố Mỹ Tho, Tiền Giang",0273 3878 011,,https://www.facebook.com/GOMyTho/,
Trung tâm mua sắm Gumac Tiền Giang,"549 Ấp Bắc, Phường 10, Thành phố Mỹ Tho, Tiền Giang",0273 0394 509 033/ 0392 390 006,,https://gumac.vn/,
Chợ nổi Cái Bè,", Thị trấn Cái Bè, Huyện Cái Bè, Tiền Giang",,,,
Siêu thị Co.op Mart Mỹ Tho,"35 Ấp Bắc, Phường 5, Thành phố Mỹ Tho, Tiền Giang",0273 3867 308/ 3867 310,,http://www.co-opmart.com.vn,0273 3867 311
Chợ Mỹ Tho,"18 Nguyễn Huệ, Tp. Mỹ Tho, Phường 1, Thành phố Mỹ Tho, Tiền Giang",,,,
Cửa hàng yến sào Yến Loan,"116B Nguyễn Chí Thanh, Phường 3, Thành phố Tây Ninh, Tây Ninh",0276 091 939 29 59,yensaoyenloan@gmail.com,https://yenloan.vn/,
Trung tâm thương mại Vincom Plaza Tuyên Quang,"Số 260 đường Quang Trung, Phường Phan Thiết, Thành phố Tuyên Quang, Tuyên Quang",0207 02.076.266.688,,,
Chợ Long Hải,"Đường Ngô Quyền, Xã Trường Tây, Huyện Hòa Thành, Tây Ninh",,,,
Siêu thị Intimex Tây Ninh,"11 Võ Văn Truyện, Khu phố 2, Phường 2, Thành phố Tây Ninh, Tây Ninh",0276 3822 348/3815 428,intimextn@intimexhcm.com,http://intimexhcm.com/index.php?vn/about/branch/4501,0276 3826  297
Trung tâm thương mại Vincom Tây Ninh,"Số 444, Đường 30/4, Khu phố 1, Phường 3, Thành phố Tây Ninh, Tây Ninh",0276 0889688079,,https://vincom.com.vn/vi/tttm/vincom-plaza-tay-ninh,
Trung tâm thương mại Long Hoa,"Huỳnh Thanh Mừng, Phường Long Hoa, Huyện Hòa Thành, Tây Ninh",,,,
TTC Plaza Tây Ninh,"217-129 đường 30/04 , TP Tây Ninh , Phường 2, Thành phố Tây Ninh, Tây Ninh",,,https://www.facebook.com/TTCPlazaTayNinh/,
Siêu thị Co.opMart Châu Thành,"Đường 781, khu phố 3, Thị trấn Châu Thành, Huyện Châu Thành, Tây Ninh",0276 3887 799,,http://www.co-opmart.com.vn/,
Cơ sở bánh Phồng Tôm Nhà Cổ,"155 Ấp An Lợi, Xã Đông Hòa Hiệp, Huyện Cái Bè, Tiền Giang",0273 0988 77 11 28,,https://www.nhaco.vn/,
Siêu thị Co.opmart Gò Công,"Đường Trần Công Tường, khu phố 2, Phường 5, Thị xã Gò Công, Tiền Giang",0273 3841 100,,http://www.co-opmart.com.vn/,0273 3540 345
Siêu thị Happy Cai Lậy,"Quốc Lộ 1A, Khu phố Mỹ Lợi, Phường Nhị Mỹ, Thị xã Cai Lậy, Tiền Giang",0273 3826 726,,https://sieuthihappy.com/,
Vựa trái cây Kiều Linh,"Tổ 1, ấp 1, Xã An Thái Trung, Huyện Cái Bè, Tiền Giang",0273 0939 142 143,vuatraicaykieulinh@gmail.com,https://www.vuatraicaykieulinh.com/,
Chợ Vĩnh Kim,"Ấp Vĩnh Thạnh, Xã Vĩnh Kim, Huyện Châu Thành, Tiền Giang",,,,
Cửa hàng thời trang Nhật Anh,"105 - 107 Đường Quang Trung, Phường Phan Thiết, Thành phố Tuyên Quang, Tuyên Quang",0207 0973.59.2218 -   098 8203 686,,,
Cửa hàng thời trang YODY,"225 Đường Quang Trung, Phường Phan Thiết, Thành phố Tuyên Quang, Tuyên Quang",0207 091 208 49 29,cskh@yody.vn,https://yody.vn/,
Siêu thị số 5 Tuyên Quang,"Km 5, đường Tuyên Quang đi Hà Giang, Thành phố Tuyên Quang, Tuyên Quang",0207 098 198 66 99,sieuthiso5tq@gmail.com,,
Cửa hàng Đặc sản Xứ Tuyên,"77 Nguyễn Trãi, Phường Tân Quang, Thành phố Tuyên Quang, Tuyên Quang",0207 098 693 31 98,,,
Chợ Trung Tâm Huyện Chiêm Hóa,"Cầu Chiêm Hóa, Thị trấn Vĩnh Lộc, Huyện Chiêm Hóa, Tuyên Quang",,,,
Chợ cây đa Tuân Lộ,"Sơn Đương, Sơn Dương, Tuyên Quang, Thị trấn Sơn Dương, Huyện Sơn Dương, Tuyên Quang",,,,
Siêu thị Tuyên Quang,"68 Chiến Thắng Sông Lô, Phường Tân Quang, Thành phố Tuyên Quang, Tuyên Quang",0207 091 589 47 78,,tuyenquangmart@gmail.com,
Chợ Tam cờ,"Nguyễn Trãi, Phường Tân Quang, Thành phố Tuyên Quang, Tuyên Quang",,,,
Chợ Giếng Tanh,"Kim Phú, Xã Quí Quân, Huyện Yên Sơn, Tuyên Quang",,,,
Trung tâm thương mại Vincom Plaza Thái Nguyên,"286 Lương Ngọc Quyến, Phường Hoàng Văn Thụ, Thành phố Thái Nguyên, Thái Nguyên",0208 0869839068,,https://vincom.com.vn/vi/tttm/vincom-plaza-thai-nguyen,
Trung tâm thương mại Vincom Plaza Lý Bôn - Thái Bình,"460 Lý Bôn, Phường Đề Thám, Thành phố Thái Bình, Thái Bình",0227 0981 997 911,,,
Trung tâm thương mại Victory Plaza,"Số 392 Lý Bôn, Phường Trần Hưng Đạo, Thành phố Thái Bình, Thái Bình",0227 0227 2480480 - 0227 2460460,thaiantb@gmail.com,https://victoryplaza.vn/,
Trung tâm giới thiệu thủy hải sản Thái Bình,"22 Hai Bà Trưng, Phường Lê Hồng Phong, Thành phố Thái Bình, Thái Bình",0227  0227 3831 583,nuocmamthaibinh@gmail.com,http://haisantb.com/,
Siêu thị Hapro Mart Thái Bình,"8 Trần Phú, Phường Trần Hưng Đạo, Thành phố Thái Bình, Thái Bình",,,,
Làng nghề chạm bạc Đồng Xâm,"xã Hồng Thái, Xã Hồng Thái, Huyện Kiến Xương, Thái Bình",,,,
Cửa hàng thời trang YODY Thái Bình,"297 Lý Bôn, Phường Bồ Xuyên, Thành phố Thái Bình, Thái Bình",0227 0886 882 992,,,
Cửa hàng thời trang Seven.AM Thái Bình,"Số 110 đường Lê Lợi , Phường Đề Thám, Thành phố Thái Bình, Thái Bình",0227  0227 3645 777,info@sevenam.vn,https://sevenam.vn/,
Cửa hàng thời trang Canifa Mix Thái Bình,"460 Lý Bôn, Phường Đề Thám, Thành phố Thái Bình, Thái Bình",0227 0227 3640 555,,,
Cơ sở Bánh Cáy Anh Tám,"95 Lê Đại Hành, Phường Kỳ Bá, Thành phố Thái Bình, Thái Bình",0227 090 419 05 59,,,
Chợ Bo,"Trần Thái Tông, Phường Bồ Xuyên, Thành phố Thái Bình, Thái Bình",,,,
Trung tâm thương mại Hoàng Gia Plaza,"259 Quang Trung, Phường Tân Thịnh, Thành phố Thái Nguyên, Thái Nguyên",,,,
Siêu Thị TPS Mart,"483 - 485 Phan Đình Phùng, Phường Phan Đình Phùng, Thành phố Thái Nguyên, Thái Nguyên",0208 091 211 12 34,thucphamsachthainguyen@gmail.com,http://tpsmart.vn/,
Siêu thị Thành Đô Thái Nguyên,"Số 2, đường Minh Cầu, Phường Phan Đình Phùng, Thành phố Thái Nguyên, Thái Nguyên",0208 0208 3656 220,stthanhdotn@gmail.com,http://thanhdomart.vn/,
Siêu thị Minh Cầu,"Số 01, đường Minh Cầu, Phường Phan Đình Phùng, Thành phố Thái Nguyên, Thái Nguyên",0208 097 528 69 99,cskh@minhcaumart.vn,https://minhcaumart.vn/,
Siêu thị Lan Chi Mart Thái Nguyên,"Ngõ 01/01, Đường Bắc Kạn, Phường Hoàng Văn Thụ, Thành phố Thái Nguyên, Thái Nguyên",0208 0981 048 376,,https://lanchi.vn/,
Trung tâm thương mại Vincom Hùng Vương,"Số 2, Đường Hùng Vương, Phường Thới Bình, Quận Ninh Kiều, Thành phố Cần Thơ",0292 0914 649 699,,https://vincom.com.vn/vi/tttm/vincom-plaza-hung-vuong-can-tho,
Chợ nổi Phong Điền,"Cầu Nhím, X. Nhơn Ái, H. Phong Điền, Xã Nhơn Ái, Huyện Phong Điền, Thành phố Cần Thơ",,,,
Làng nghề bánh chưng Bờ Đậu,"Xã Cổ Lũng, Xã Cổ Lũng, Huyện Phú Lương, Thái Nguyên",,,,
Hợp tác xã Trà xanh Thái Nguyên,"Số 38, ngõ 288, tổ 21, đường CMT 8, Phường Phan Đình Phùng, Thành phố Thái Nguyên, Thái Nguyên",0208 0988 925 926,,https://trathainguyen.net.vn/,
Chợ Thái (Chợ Trung tâm),"Đường Bến Tượng, Phường Trưng Vương, Thành phố Thái Nguyên, Thái Nguyên",,,,
Chợ Điện Biên,"Đường Trường Chinh, Phường Quảng Thắng, Thành phố Thanh Hóa, Thanh Hóa",,,,
Chợ Mới,"Đường Lê Thánh Tông, Phường Trung Sơn, Thành phố Sầm Sơn, Thanh Hóa",,,,
Chợ Cột Đỏ,"Đường Lê Lợi, Phường Trường Sơn, Thành phố Sầm Sơn, Thanh Hóa",,,,
Chợ Chùa,"Đường Trần Hưng Đạo, Phường Quảng Tiến, Thành phố Sầm Sơn, Thanh Hóa",,,,
Trung tâm thương mại Vincom Trần Phú,"27 Trần Phú, Phường Điện Biên, Thành phố Thanh Hóa, Thanh Hóa",0237 0988 728 283,,https://vincom.com.vn/vi/tttm/vincom-plaza-thanh-hoa,
Chợ vườn Hoa,"Đường Lê Thị Hoa, Phường Lam Sơn, Thành phố Thanh Hóa, Thanh Hóa",,,,
Siêu thị Big C Thanh Hóa,", Phường Đông Hải, Thành phố Thanh Hóa, Thanh Hóa",0237 3917 777,,https://www.bigc.vn/store/big-c-thanh-hoa-13.html,
Siêu thị Co-opMart Thanh Hóa,"Trung tâm Thương mại Hiền Đức, Đường Phan Chu Trinh, Phường Điện Biên, Thành phố Thanh Hóa, Thanh Hóa",0237 8999 333,,http://www.co-opmart.com.vn,0237 8999 345
Chợ nổi Cái Răng,"Hạ lưu sông Cần Thơ, Phường Lê Bình, Quận Cái Răng, Thành phố Cần Thơ",,,,
Chợ đêm Tây Đô,"Cách bến Ninh Kiều khoảng 1km về phía Tây sông Hậu, Phường Cái Khế, Quận Ninh Kiều, Thành phố Cần Thơ",,,,
Chợ đêm Trần Phú,"Đường Trần Phú, Phường Cái Khế, Quận Ninh Kiều, Thành phố Cần Thơ",,,,
Chợ đêm Ninh Kiều,"Hai Bà Trưng – Bến Ninh Kiều, Phường Tân An, Quận Ninh Kiều, Thành phố Cần Thơ",,,,
Trung tâm thương mại Cái Khế,"Trần Văn Khéo, Phường Cái Khế, Quận Ninh Kiều, Thành phố Cần Thơ",,,,
Shop tranh thêu Cần Thơ,"3C Mậu Thân, Phường Xuân Khánh, Quận Ninh Kiều, Thành phố Cần Thơ",0292 0918.441866 - 0932.959900,,http://tranhchuthapcantho.com/,
Trung tâm Thương mại Vincom Plaza Xuân Khánh,"Số 209 đường 30/4, Phường Xuân Khánh, Quận Ninh Kiều, Thành phố Cần Thơ",0292 0292 870 059,,https://vincom.com.vn/vi/tttm/vincom-plaza-xuan-khanh-can-tho-1,
Trung tâm thương mại Big C,"Lô số 1, Khu Dân Cư Hưng Phú 1, Phường Hưng Phú, Quận Cái Răng, Thành phố Cần Thơ",0292 0773018819/ 0908 512 371,,https://www.bigc.vn/store/big-c-can-tho-31.html,
Cửa Hàng đặc sản Cần Thơ Huỳnh Thảo,"176H Nguyễn Thị Minh Khai, Phường Xuân Khánh, Quận Ninh Kiều, Thành phố Cần Thơ",0292 0932 911 956/ 0932 911 957,dacsanhuynhthao@gmail.com,https://dacsancantho.vn/,
Trạm Dừng chân Cầu Cần Thơ,"Quốc lộ 1A, Khu vực 11, Tổ 58, Phường Hưng Phú, Quận Cái Răng, Thành phố Cần Thơ",,,,
Trung tâm thương mại Parkson Vĩnh Trung Plaza,"255 – 257 đường Hùng Vương, Quận Liên Chiểu, Thành phố Đà Nẵng",0236 3666 588,,https://parkson.com.vn/v3/index.php/vi/store-location-vn,0236 3666 588
Làng đá mỹ nghệ Non Nước,"Chân núi Ngũ Hành Sơn, Phường Hoà Hải, Quận Ngũ Hành Sơn, Thành phố Đà Nẵng",,,,
Chợ Xuân Khánh,"Đường 30/4, Phường Xuân Khánh, Quận Ninh Kiều, Thành phố Cần Thơ",,,,
Nhà sách Fahasa,"84 Mậu Thân, Phường An Hòa, Quận Ninh Kiều, Thành phố Cần Thơ",0292 3762 269,nsninhkieu@fahasa.com.vn,https://fahasasg.com.vn/he-thong-nha-sach/#1541692434756-95154a2c-e775,
Cửa hàng lưu niệm Cầu Vồng,"227, Nguyễn Văn Cừ, Phường An Hòa, Quận Ninh Kiều, Thành phố Cần Thơ",0292 090 317 89 89,,https://www.facebook.com/cauvong227,
Cửa hàng đồ gỗ mỹ nghệ Sơn Đông,"99B đường 3/2, Phường Hưng Lợi, Quận Ninh Kiều, Thành phố Cần Thơ",0292  0963 627 539,,https://noithatsondong.com/,
Cửa hàng áo dài Nàng Bốn,"95/34 Mậu Thân, Phường Xuân Khánh, Quận Ninh Kiều, Thành phố Cần Thơ",0292 093 982 46 78,,https://ao-dai-can-tho.business.site/,
Trung tâm thương mại Sense City Cần Thơ,"Số 01, Đại lộ Hòa Bình, Phường Tân An, Quận Ninh Kiều, Thành phố Cần Thơ",0292 3688 988,,http://sensecity.vn/cantho/,0292 3688 989
Chợ cổ Cần Thơ,"Đường Hai Bà Trưng, Phường Tân An, Quận Ninh Kiều, Thành phố Cần Thơ",,,,
Khu phức hợp Parasol Cần Thơ,"01 Đường Trần Văn Giàu, Khu biệt thự Cồn Khương, Phường Cái Khế, Quận Ninh Kiều, Thành phố Cần Thơ",0292 8386 139,,https://www.facebook.com/ParasolComplex/,
Chợ đêm Helio,"đường 2/9, Phường Hòa Cường Bắc, Quận Hải Châu, Thành phố Đà Nẵng",,,,
Chợ Cồn,"Ngã tư Hùng Vương và Ông Ích Khiêm, Phường Tam Thuận, Quận Thanh Khê, Thành phố Đà Nẵng",,,,
Cốm mộc Lê Gia,"Số 2 ngõ 59 Mễ Trì, Phường Nguyễn Trãi, Quận Hà Đông, Thành phố Hà Nội",024 098 57 60 113 – 098 90 39 015,,commoclegia.net,
Siêu thị Coopmart Hà Đông,"Km số 10, Đường Nguyễn Trãi, Phường Mộ Lao, Quận Hà Đông, Thành phố Hà Nội",024 62 82 6888,chamsockhachhang@coopmart.vn,http://www.co-opmart.com.vn/,
Chợ Hàn,"Ngã tư Hùng Vương, Bạch Đằng, Nguyễn Thái Học, Trần Phú, Phường Hải Châu  I, Quận Hải Châu, Thành phố Đà Nẵng",,,,
Cửa hàng bánh trung thu Bảo Phương,"183 Thụy Khê, Phường Phú Thượng, Quận Tây Hồ, Thành phố Hà Nội",024 38 23 0797 -  097 941 90 92,,http://baophuong.com.vn/,
Cửa hàng Gia Trịnh Bakery,"Khu tập thể 16A Lý Nam Đế, Phường Hàng Mã, Quận Hoàn Kiếm, Thành phố Hà Nội",024 032 747 2688,giatrinhbakery@yahoo.com.vn,https://giatrinhbakery.com.vn/,
Cửa Hàng Nếp Hương,"42 Nguyễn Đình Chiểu, Phường Lê Đại Hành, Quận Hai Bà Trưng, Thành phố Hà Nội",024 63 282 720 -  38 226 943,,https://nephuong.com.vn/,
Cửa hàng Ô mai Hồng Lam Hàng Đường,"11 Hàng Đường, Phường Phúc Tân, Quận Hoàn Kiếm, Thành phố Hà Nội",024 39 28 1838 - 62 78 2511,chhangduong@honglam.vn,https://honglam.vn/,
Cửa hàng Ô Mai Bà Thu,"Số 147 Bà Triệu, Phường Nguyễn Du, Quận Hai Bà Trưng, Thành phố Hà Nội",024 39 92 3699,,http://omaibathu.com/lien-he.html,
Cửa hàng Ô Mai Tiến Thịnh,"21 Hàng Đường, Phường Phúc Tân, Quận Hoàn Kiếm, Thành phố Hà Nội",024 39 84 0323,,,
Trung tâm Thương mại Vincom Đà Nẵng,"Số 910A Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà, Thành phố Đà Nẵng",0236 3996 688,,https://vincom.com.vn/vi/tttm/vincom-plaza-ngo-quyen-da-nang,
Trung tâm thương mại Indochina Riverside,"74 Đường Bạch Đằng, Phường Hải Châu  I, Quận Hải Châu, Thành phố Đà Nẵng",0236 3849 445/ 3849 444,info@riversidecenter.com.vn,http://indochinariversidemall.com/,
Siêu thị Big C,"255-257 Hùng Vương, Phường Vĩnh Trung, Quận Thanh Khê, Thành phố Đà Nẵng",0236 3666 085,,https://www.bigc.vn/store/big-c-da-nang-16.html  /  https://www.facebook.com/BigCDaNang,
Siêu thị Co.opMart Đà Nẵng,"478 Điện Biên Phủ, Phường Thanh Khê Đông, Quận Thanh Khê, Thành phố Đà Nẵng",0236 3771 888,,http://www.co-opmart.com.vn,0236 3713 616
Siêu thị Lotte Mart,"06 Nại Nam, Phường Hòa Cường Bắc, Quận Hải Châu, Thành phố Đà Nẵng",0236 3611 999/ 0903 556 994/ 0916 644 929,info@lotte.vn,http://lottemart.com.vn/he-thong/sieu-thi-lotte-mart-da-nang/  https://www.facebook.com/LOTTEMartDaNang/,
Cửa hàng gỗ nghệ thuật Âu Lạc,"23 Hùng Vương, Phường Hải Châu  I, Quận Hải Châu, Thành phố Đà Nẵng",0236 3843 789,,https://mocaulac.com/,
Siêu thị đặc sản miền Trung Thiên Phú,"198 Hồ Nghinh, Phường Phước Mỹ, Quận Sơn Trà, Thành phố Đà Nẵng",0236 0983 234 118,dacsanthienphu@gmail.com,https://dacsanthienphu.com/,
Chợ đêm Sơn Trà,"Đường Mai Hắc Đế – Lý Nam Đế, Phường An Hải Tây, Quận Sơn Trà, Thành phố Đà Nẵng",,,,
Cửa hàng Ô Mai Vạn Lợi,"24 Hàng Da, , Phường Phúc Tân, Quận Hoàn Kiếm, Thành phố Hà Nội",024 38 288 123,vanloi24hd@gmail.com,http://www.omaivanloi.com/,
Cửa hàng Trà Sen Tây Hồ Minh Cường,"135 Nguyễn Ngọc Nại, Thanh Xuân, Phường Phúc Xá, Quận Ba Đình, Thành phố Hà Nội",024 62 944 886,minhcuongtea@gmail.com,https://trahoasen.vn/,
Cửa hàng Yến Khánh Hòa,"327 Trường Chinh , Phường Khương Trung, Quận Thanh Xuân, Thành phố Hà Nội",024 09 65 69 6364,info@yenkhanhhoa.net.vn,https://yenkhanhhoa.net.vn/,
Cửa hàng Yến sào NUTRINEST,"195B Đội Cấn, Phường Phúc Xá, Quận Ba Đình, Thành phố Hà Nội",024 22 44 8383 - 09 3131 8383,,,
Cửa hàng Trà Lộc Tân Cương,"189 Giáp Nhất, Phường Thượng Đình, Quận Thanh Xuân, Thành phố Hà Nội",024 73 01 4747,loctancuong@gmail.com,https://loctancuong.com/,
Cửa hàng Yến Sào Việt Nam,"71 Quốc Tử Giám , Phường Cát Linh, Quận Đống Đa, Thành phố Hà Nội",024 37 32 7593,,http://yensaovietnam-vietnest.com,
Trung tâm thương mại Savico Megamall,"Số 7-9 Nguyễn Văn Linh, Phường Thượng Thanh, Quận Long Biên, Thành phố Hà Nội",024 66 66 2640,info@savicomegamall.com,,
Trung tâm thương mại The Garden,"Khu đô thị The Manor, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội",024 37 87 5500,,thegarden.com.vn,
Trung tâm thương mại Tràng Tiền Plaza,"Số 24 Hai Bà Trưng , Phường Tràng Tiền, Quận Hoàn Kiếm, Thành phố Hà Nội",024 39 37 8599,customerservice@trangtienplaza.net,https://www.trangtienplaza.net/,
Vincom Mega Mall - Time City,"Số 458 Minh Khai, Phường Phúc Xá, Quận Ba Đình, Thành phố Hà Nội",024 094 755 6886,,https://vincom.com.vn,
Vincom Mega Mall Ocean Park,"Khu đô thị Vinhomes Ocean Park, Xã Kiêu Kỵ, Huyện Gia Lâm, Thành phố Hà Nội",024 08 6978 08 37,,https://vincom.com.vn,
Trung tâm thương mại Artemis,"3 Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Thành phố Hà Nội",024 09 11 422 911,artemis@img.vn,artemis.net.vn,
Cơ sở lụa tơ tằm Triệu Văn Mão,"Số 10 Phố Lụa, Phường Vạn Phúc, Quận Hà Đông, Thành phố Hà Nội",024 33 82 2805,(+84) 243.382.2805,,
Công ty TNHH Thương mại và sản xuất Đông Hương,"CS1: Tầng 2, Trung Tâm Bảo Tồn và Phát Triển Lụa Vạn Phúc, số 16, phố Lụa - CS2: Tầng 1, kiot số 6, Trung Tâm Bảo Tồn và Phát Triển Lụa Vạn Phúc, số 16, phố Lụa - CS3: Cửa hàng số 8 (nằm trên đường ô Vạn Phúc), phố Lụa, Phường Vạn Phúc, Quận Hà Đông, Thành phố Hà Nội",024 33 52 4730 - 090 401 0557 - 083 729 9185,donghuongsilk@gmail.com,http://luahadong.vn/,
Công ty TNHH Thủ công Mỹ nghệ Hoa Lư,"17-19 Đặng Dung, Phường Quán Thánh, Quận Ba Đình, Thành phố Hà Nội",024 37 33 7319,info@hoalucraft.com,www.hoalucraft.com,024 37 33 7364
Công ty Cổ phần bảo tồn và phát triển du lịch Bát Tràng,"CS1: Xóm 3 thôn Bát Tràng - CS2: Số 67 xóm 6 Giang Cao, Xã Bát Tràng, Huyện Gia Lâm, Thành phố Hà Nội",024 36 71 5215 - 090 417 5170,battrang2006@gmail.com,www.battrangconservation.vn,024 36 71 5225
Trung tâm thương mại Vincom Centre Phạm Ngọc Thạch,"2 Phạm Ngọc Thạch, Phường Phương Liên, Quận Đống Đa, Thành phố Hà Nội",024 73 05 9966,,https://vincom.com.vn/vi/tttm/vincom-center-pham-ngoc-thach,
Trung tâm thương mại Tháp Vincom Bà Triệu,"Số 191 Bà Triệu, Phường Lê Đại Hành, Quận Hai Bà Trưng, Thành phố Hà Nội",024 39 74 1919,v.cskh-vccbatrieu@vincom.com.vn,https://vincom.com.vn/vi/tttm/vincom-center-ba-trieu-ha-noi,
Trung tâm thương mại Lotte,"54 Liễu Giai, Phường Ngọc Khánh, Quận Ba Đình, Thành phố Hà Nội",024 33 33 6000,,,024 37 71 3439
Cửa hàng ô mai Thanh Hương,"118 Phố Huế, Phường Nguyễn Du, Quận Hai Bà Trưng, Thành phố Hà Nội",024  0799 542 246,,,
Trung tâm thương mại Vincom Centre Metropolis,"Số 29 Liễu Giai, Phường Ngọc Khánh, Quận Ba Đình, Thành phố Hà Nội",024  096 598 0550,v.cskh-vccmetropolis@vincom.com.vn,https://vincom.com.vn/vi/tttm/vincom-center-metropolis-ha-noi,
Cơ sở Thúy An Silk,"Cơ sở 1: Kiot 4 - khu bảo tồn lụa Vạn Phúc chất lượng cao (số 16 phố lụa) - Cơ sở 2: số 7 phố lụa, Phường Vạn Phúc, Quận Hà Đông, Thành phố Hà Nội",024 098 512 6099 - 098 668 4820,thuyansilk2015@gmail.com,,
Trung tâm Thương mại Vincom Centre Trần Duy Hưng,"119 Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Thành phố Hà Nội",024 083 864 7786,,https://vincom.com.vn/vi/tttm/vincom-center-tran-duy-hung-ha-noi,
Trung tâm Thương mại Vincom Long Biên,"Khu đô thị sinh thái Vinhomes Riverside, Phường Phúc Lợi, Quận Long Biên, Thành phố Hà Nội",024 098 979 1188,,https://vincom.com.vn/vi/tttm/vincom-plaza-long-bien-ha-noi,
AEON MALL Long Biên,"Số 27 đường Cổ Linh, Phường Long Biên, Quận Long Biên, Thành phố Hà Nội",024 32 69 3000,longbien.cs@aeonmall-vn.com,https://aeonmall-long-bien.com.vn/,
Cửa hàng Phương Linh Silk,"Số 17 - Phố Lụa Vạn Phúc, Phường Nguyễn Trãi, Quận Hà Đông, Thành phố Hà Nội",024 0349 918 868 -  0936 461 889,nguyenkynam89@gmail.com,https://phuonglinhsilk.vn/,
Cửa hàng quần áo H2T,"146 Xã Đàn, Phường Trung Phụng, Quận Đống Đa, Thành phố Hà Nội",024 0913 906166,cskh@h2tshop.com,h2tshop.com,
Cửa hàng Ô Mai Gia Thịnh,"13 Hàng Đường, Phường Phúc Tân, Quận Hoàn Kiếm, Thành phố Hà Nội",024 0378693658,,,
Siêu thị Seikamart,"Số 8 Phạm Ngọc Thạch, Phường Kim Liên, Quận Đống Đa, Thành phố Hà Nội",024 0989 137 411,dvkh@seikamart.vn,https://seikamart.vn,
Siêu thị MM Mega market Thăng Long,"236 đường Phạm Văn Đồng, phường Cổ Nhuế, Hà Nội, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Thành phố Hà Nội",024 37 55 1617,mccvn.front-office.st13@mmvietnam.com,,
Siêu thị Big C Thăng Long,"Số 222 Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Thành phố Hà Nội",024 37 84 8596,,https://www.bigc.vn/en/store/big-c-thang-long-5.html,024 37 84 6900
Cửa hàng H’Elegant - Things of substance,"Số 5 Nhà Thờ, Phường Hàng Trống, Quận Hoàn Kiếm, Thành phố Hà Nội",024 38 28 6965 - 096 796 2979 - 096 668 8091,helegantdesign@gmail.com,https://www.helegant.store,
Trung tâm thương mại Vincom Mega Mall - Royal City,"Số 72A Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Thành phố Hà Nội",024 62 76 7799,,https://vincom.com.vn/vi/tttm/vincom-mega-mall-royal-city/gioi-thieu,
Siêu thị Intimex Hàng Trống,"120, Hàng Trống, Phường Hàng Trống, Quận Hoàn Kiếm, Thành phố Hà Nội",024 38 25 6148,st.hangtrong@intimexvietnam.vn,http://intimexco.com/,024 39 28 6032
Aeon Mall Hà Đông,"Phường Dương Nội, Phường Dương Nội, Quận Hà Đông, Thành phố Hà Nội",024 37 57 6999,hadong.cs@aeonmall-vn.com,https://aeonmall-hadong.com.vn/,
Cửa hàng Tân Mỹ Design,"số 61, phố Hàng Gai, Phường Hàng Gai, Quận Hoàn Kiếm, Thành phố Hà Nội",024 39 38 1154 - 093 663 1368,info@tanmydesign.com,https://www.tanmydesign.com/,024 39 38  1153
Cửa hàng KANA,"Số 220 Kim Mã, Phường Kim Mã, Quận Ba Đình, Thành phố Hà Nội",024 6684 2255,giangc5@yahoo.com,kana.com.vn,
Cửa hàng Craft Link,"43 - 51 Văn Miếu, Phường Văn Miếu, Quận Đống Đa, Thành phố Hà Nội",024 37 336 101,craftlink@fpt.vn,http://www.craftlink.com.vn,024 38 437 926
Trung tâm thương mại Vincom Plaza Imperia Hải Phòng,"Khu đô thị Vinhomes Imperia, Phường Thượng Lý, Quận Hồng Bàng, Thành phố Hải Phòng",0225 02256266886,,https://vincom.com.vn,
Trung tâm thương mại Vincom Plaza Lê Thánh Tông Hải Phòng,"Số 1 Lê Thánh Tông, Phường Máy Tơ, Quận Ngô Quyền, Thành phố Hải Phòng",0225 02256266886,,https://vincom.com.vn,
Cửa hàng giới thiệu Nông - Đặc sản Hải Phòng,"89 Phố Phụng Pháp, Phường Đằng Giang, Quận Ngô Quyền, Thành phố Hải Phòng",0225 0763 438 676,info@isc1.vn,https://www.isc1.vn/,
Aeon Mall Lê Chân,"Số 10 đường Võ Nguyên Giáp, Phường Kênh Dương, Quận Lê Chân, Thành phố Hải Phòng",0225 0225 3525 888,lechan.cs@aeonmall-vn.com,https://aeonmall-haiphong-lechan.com.vn/,
