Tên cơ sở,Địa chỉ,Điện thoại,Email,Website,Fax
The Ryo,"332 Phạm Ngũ Lão, Phường 1, Thành phố Trà Vinh, Trà Vinh",0295 098 288 59 59,,,
Soowon BBQ Trà Vinh - Buffet Lẩu Nướng,"Khóm 8 - P7/Phố Ẩm Thực, Đường Trần Phú (Đối diện quán nhậu 404), Trà Vinh",0295 0333.000.222,,,
SaSin,"128 Nguyễn Thiện Thành, Phường 5, Thành phố Trà Vinh, Trà Vinh",0295 098 697 85 00,,http://micaysasin.vn,
Pizza House,"80 Phạm Ngũ Lão,  Khóm 4, Thành phố Trà Vinh, Trà Vinh",0295 090 816 99 95,,,
Nhà hàng Sinh thái Mỹ Khánh,"Số 415 - Đường Đồng Khởi nối dài, K.2, Phường 9, Thành phố Trà Vinh, Trà Vinh",0295 3.840.838,nhahangsinhthaimykhanh@gmail.com,nhahangmykhanhtravinh.com,
Nhà hàng La Vang,"45B Phạm Ngũ Lão, Phường 1, Thành phố Trà Vinh, Trà Vinh",0295 3761 761,,,
O Thanh Quán,"414 Đại Lộ Nguyễn Thái Học, Thành phố Yên Bái, Yên Bái",0216 096 609 0963,,,
Nhà hàng Việt Hoa,"Tổ 39, Phường Đồng Tâm, Thành phố Yên Bái, Yên Bái",0216 091 455 7499,,,
Nhà hàng Việt Hoa,"Tổ 39, Phường Đồng Tâm, Thành phố Yên Bái, Yên Bái",0216 091 455 7499,,,
Nhà Hàng Thắng Vịt,"Tổ 48 Số Nhà 03 Đường Minh Khai ( Sau cây xăng số 1 Đường Nguyễn Tất Thành ), Phường Đồng Tâm, Thành phố Yên Bái, Yên Bái",0216 0966 470 886,,,
Nhà hàng Tây Bắc Yên Bái,"Quốc lộ 32c, Số nhà 160 đường Hoàng Quốc Việt, Tổ 6, Phường Hợp Minh, Thành phố Yên Bái, Yên Bái",0216 0915 513 719,thudungtnmt@gmail.com,,
Nhà hàng PUBU,"Tổ 27, Đại Lộ Nguyễn Tất Thành, Phường Yên Thịnh, Thành phố Yên Bái, Yên Bái",0216 096 218 3273,,,
MimiTea,"190 Điện Biên, Phường Pú Trạng, Thị xã Nghĩa Lộ, Yên Bái",0216 039 825 62 12,,,
MAMA FOOD,"1105 đường Yên Ninh, Phường Đồng Tâm, Thành phố Yên Bái, Yên Bái",0216 088 819 11 05,,,
Nhà Hàng Hải Sản Gold Trà Vinh,"86 Lê Lợi, Phường 2, Thành phố Trà Vinh, Trà Vinh",0295 3 9 69 79,,,
Nhà hàng Đại Hàn Kim,"Số 04 Nguyễn Thị Minh Khai, Phường 1, Thành phố Trà Vinh, Trà Vinh",0295 3 851 818,,,
Nhà Hàng A Kòi 6,"232 Phạm Ngũ Lão, Phường 1, Thành phố Trà Vinh, Trà Vinh",0295 09.13.13.73.44,,,
Mì cay Omega,"Số 408B Phạm Ngũ Lão, Phường 1, Thành phố Trà Vinh, Trà Vinh",0295 096 648 42 50,,,
Koreno,"99A Kho Dầu, Phường 5, Thành phố Trà Vinh, Trà Vinh",0295 097 509 00 00,,,
Déjà Vu Huỳnh Kha,"Đường Chu Văn An, ấp Long Bình, Phường 4, Thành phố Trà Vinh, Trà Vinh",0295 6 28 28 28,,,
Chingu BBQ,"Tầng 3, Vincom Plaza Trà Vinh, 24 Nguyễn Thị Minh Khai, Thành phố Trà Vinh, Trà Vinh",0295 094 884 75 49,,,
Buffet  Lửa Hồng,"Đường Trần Phú nối dài (khu phố ẩm thực Trà Vinh), Phường 7, Thành phố Trà Vinh, Trà Vinh",0295 0975101214,,,
Buffet lẩu & nướng Rainbow,"Đường D5, Khóm 4, Trà Vinh",0295  0399171468,,,
Ba miền Trà Vinh,"2/14 Đường 19/5, Phường 1, Thành phố Trà Vinh, Trà Vinh",0295  098 797 18 12,,,
Amigo,"999 Nguyễn Thiện Thành, Khóm 4, Phường 5, Thành phố Trà Vinh, Trà Vinh",0295 6272 727,,,
Ẩm Thực BBQ Gia Phát,"Đường D5 Khóm 4 , Phường 5, Thành phố Trà Vinh, Trà Vinh",0295 079.8181.882,,,
Laboo Buffet,"6 Đường Phó Đức Chính, Phường Hồng Hà, Thành phố Yên Bái, Yên Bái",0216 097 565 5138,,,
HuTong Hotpot 129,"129 Trần Phú (cách ngã 4 đèn đỏ tránh ngập 20m bên tay phải, về phía nhà khách Hào Gia), Thành phố Yên Bái, Yên Bái",0216 038 646 4664,,,
Gun Gi,"455 Đại Lộ Nguyễn Thái Học (gần sân vận động Hồng Hà, cạnh quán phở Bà Lưu), Phường Hồng Hà, Thành phố Yên Bái, Yên Bái",0216 0335398692,,,
F1 Restaurant,"Tổ 5, Phường Yên Ninh, Thành phố Yên Bái, Yên Bái",0216 096 202 0555,,,
Bít tết Số 3 Hoè Nhai,"Tổ 12 A, Phường Yên Thịnh, Thành phố Yên Bái, Yên Bái",0216 2223 888,,,
BBQ Chicken,"356 Thành Công đối diện Vincom Yên Bái (Công viên Yên Hoà), Thành phố Yên Bái, Yên Bái",0216 3883 333,,,
Bầu Pizza Yên Bái,"Số nhà 344 Đường Thành Công, Phường Nguyễn Thái Học, Thành phố Yên Bái, Yên Bái",0216 6295 955,,,
Quán Tin Tin,"560D, Lý Thường Kiệt, Phường 5, Thành phố Mỹ Tho, Tiền Giang",0273 070 481 5043,,,
Quán Cơm Chí Thành,"279 Tết Mậu Thân, Phường 4, Thành phố Mỹ Tho, Tiền Giang",0273 3878 428,,,
Nhà Hàng Hoàng Thành Sân Vườn,"630 Ấp Bắc, khu phố 7, Phường 5, Thành phố Mỹ Tho, Tiền Giang",0273 034 958 3116,,,
Ngõ Vàng Anh,"10 Thiên Hộ Dương, Phường 1, Thành phố Mỹ Tho, Tiền Giang",0273 3.978.987,,,
Lẩu & Nướng 1992 Chilli Queen,"910 Trần Hưng Đạo, Phường 5, Thành phố Mỹ Tho, Tiền Giang",0273 0907 406 603,,,
"BigC Mỹ Tho, 545 Lê Văn Phẩm","BigC Mỹ Tho, 545 Lê Văn Phẩm, Phường 5, Thành phố Mỹ Tho, Tiền Giang",0273 7306 899,,,
Jollibee,"Tầng trệt Co.opmart Mỹ Tho, 35 đường Ấp Bắc , Phường 5, Thành phố Mỹ Tho, Tiền Giang",0273 1900 1533,,https://jollibee.com.vn,
Hotpot Story,"Shop 12 Tầng trệt, TTTM Big C Mỹ Tho 545 Lê Văn Phẩm, Thành phố Mỹ Tho, Tiền Giang",0273 1800 1277,,hotpotstory.vn,
Buffet Làng Nướng 2222,"Số 199 Đường Phạm Thanh – KP 54, Phường 5, Thành phố Mỹ Tho, Tiền Giang",0273 0975 222 622,,,
Aka House Mỹ Tho,"Big C Mỹ Tho, 545 Lê Văn Phẩm, Phường 5, Thành phố Mỹ Tho, Tiền Giang",0273 7300 668,,,
Quán Khói,"295, Lý Thái Tổ, Thành phố Thái Bình, Thái Bình",0227 091 621 62 59,,,
Phố Nướng BBQ,"Số 321 Lý Thái Tổ, tổ 25 , Phường Kỳ Bá, Thành phố Thái Bình, Thái Bình",0227 3846 565,,,
Nhà hàng Tùng Tùng,"422 Trần Thánh Tông, Thành phố Thái Bình, Thái Bình",0227 3840 284,,,
Nhà Hàng Thụy Điển,"số 285 đường Trần Thái Tông, Phường Trần Hưng Đạo, Thành phố Thái Bình, Thái Bình",0227 3648 878,,,
Nhà hàng Quang Thọ,"Số 210 Đường Võ Nguyên Giáp, Phường Hoàng Diệu, Thành phố Thái Bình, Thái Bình",0227 093.606.1984,,,
Nhà hàng Lẩu Tám Nổ,"Nguyễn Đức Cảnh, Phường Hoàng Diệu, Thành phố Thái Bình, Thái Bình",0227 0794 166 262,,,
Nhà hàng Hoàng Thái,"185 Lý Thái Tổ, Thành phố Thái Bình, Thái Bình",0227 0949 665 235,,,
Nhà hàng Đại Việt Annex 2,"89A Đặng Nghiễm, Bồ Xuyên ( chân cầu Bo mới), Thành phố Thái Bình, Thái Bình",0227 0915.086.781,,,
Nhà hàng Chim Câu 1985,"Lô 21 KDT Trần Lãm, Thái Bình",0227 246 8888,,,
Nabe Ya - Quán Lẩu Nướng Nhật Bản,"426 - 428 Lê Quý Đôn, Khu đô thị Trần Lãm, Phường Trần Lãm, Thành phố Thái Bình, Thái Bình",0227 0889.219.868,,,
Nabe Ya,"671 Lý Thái Tổ (Cạnh cổng chính khu đô thị Petro Thăng Long - Mặt đường bờ sông), Thành phố Thái Bình, Thái Bình",0227 0904.219.868,,,
Miến chua cay Kawaii,"Kiot số 3, chợ Kỳ Bá mới, Thành phố Thái Bình, Thái Bình",0227 096 990 96 62,,,
Lẩu nướng Seoul kim chi,"Số 14, Đường Bùi Thị Xuân, KĐT Petro Thăng Long , Thái Bình",0227 094 858 45 55,,,
Lẩu nướng Mập Kòi,"Đầu đường số 14, Lô 26, đường Ngô Quyền ( Cạnh KTX Lưu học sinh Đại Học Y Thái Bình), Thái Bình",0227 0978 507 057,,,
Lẩu Nướng Linh Béo,"26 Ngô Quyền, Thành phố Thái Bình, Thái Bình",0227 0937 075 111,,,
Lẩu Nấm Hoàng Phố,"Số 680-682 đường Lê Thánh Tông, Phường Lê Hồng Phong, Thành phố Thái Bình, Thái Bình",0227 3800 699,,,
Lẩu ếch Gầm Cầu,"Số 1 Hai Bà Trưng, Thành phố Thái Bình, Thái Bình",0227 096 601 8381,phamthanhdungtb83@gmail.com,,
KIYA KIYA Lẩu nướng băng chuyền,"L5-06&07 Vincom Plaza, 460 Lý Bôn, Thành phố Thái Bình, Thái Bình",0227 6524 999,,,
Jollibee - Lý Bôn,"323 Lý Bôn, Thành phố Thái Bình, Thái Bình",0227 0363832822,,,
Hutong,"Nhà PG2-15, Lô PG2, khu Shophouse Vincom Thái Bình, phố Lý Bôn, Phường Đề Thám, Thành phố Thái Bình, Thái Bình",0227 7300 525,support.hn@ggg.com.vn,http://www.hutong.com.vn,
Hương Sen - Bia Tươi Đại Việt,"18 Trần Thái Tông, Phường Bồ Xuyên, Thành phố Thái Bình, Thái Bình",0227 0363831010,,,
Hanur House Lẩu Nướng Hàn Quốc,"Lô 1+2 đường Nguyễn Văn Năng , Phường Trần Lãm, Thành phố Thái Bình, Thái Bình",0227 0912178096,,,
Gà tuk tuk - gà rán Thailand,"71 Trần Hưng Đạo , Thành phố Thái Bình, Thái Bình",0227 0987398586,,,
Gà rán Mr Thịnh,"98 Hai Bà Trưng, Phường Lê Hồng Phong, Thành phố Thái Bình, Thái Bình",0227 0865 059 288,,https://ga-ran-mr-thinh-thai-binh.business.site,
Gà Rán Five Star,"41 Phan Bội Châu, Thành phố Thái Bình, Thái Bình",0227 886 1550,,http://www.fivestarvietnam.com,
Cơm Tấm Sài Gòn,"Lô 36, Lê Quý Đôn, Phường Trần Lãm, Thành phố Thái Bình, Thái Bình",0227 3735 555,,,
Bầu Pizza Thái Bình,"80 Bùi Thị Xuân - KĐT Petro Thăng Long, Thành phố Thái Bình, Thái Bình",0227 0936818090,,,
Ba Cô Quán,"Lô 16,17 Lê Quý Đôn, Phường Trần Lãm, Thành phố Thái Bình, Thái Bình",0227 0947 959 585,,,
Quán hải sản Dũng Thắm,"QL 22 - Ấp Tân Lộc - TT Trảng Bàng , Huyện Trảng Bàng, Tây Ninh",0276 090 672 79 19,tongquynhngan191204@gmail.com,https://sites.google.com/site/quanhaisandungtham/hai-san-dung-tham,
Nhà hàng Kubo,"66 Nguyễn Trãi, Phường 3, Thành phố Tây Ninh, Tây Ninh",0276 0944 003 003,,,
Nhà hàng hải sản Hải Đảo,"Số 29 Trưng Nữ Vương , khu phố 5, Phường 1, Thành phố Tây Ninh, Tây Ninh",0276 0978 203 839,Haisan.haidao2020@gmail.com,http://haisantayninh.com,
Hải sản Lưới Biển,"Số 10, Nguyễn Văn Bạch, Phường 3, Thành phố Tây Ninh, Tây Ninh",0276 097 162 5757,,,
Hải sản Gió Biển,"Số 70 Nguyễn Trãi, Phường 3, Thành phố Tây Ninh, Tây Ninh",0276 096 863 5635,,,
Hải sản Bờ Kè,"Số 14, Trưng Nữ Vương,, Phường 2, Thành phố Tây Ninh, Tây Ninh",0276 091 477 7113,,,
Hải sản 8 Rô,"Số 8, đường Lê Duẩn, Phường 3, Thành phố Tây Ninh, Tây Ninh",0276 090 824 9940,,,
Cơm chay Tri Ân,"158 Lạc Long Quân, khu phố 3, Phường 4, Thành phố Tây Ninh, Tây Ninh",0276 097 394 46 99,,,
Cơm chay Âu Lạc,"Đường nông trường, Xã Phước Đông, Huyện Gò Dầu, Tây Ninh",0276 096 830 06 32,,,
Buk Buk,"Tầng 3, TTTM Vincom Tây Ninh, khu phố 1, Thành phố Tây Ninh, Tây Ninh",0276 1900 23 45 46,,,
Bò tơ Út Khương,"24 đường 3/2, Thành phố Tây Ninh, Tây Ninh",0276 3813 456,,,
Bò tơ Tây Ninh Nhật Trường,"180 Trưng Nữ Vương, khu phố 5, Phường 1, Thành phố Tây Ninh, Tây Ninh",0276 3829 481,,,
Bia Tươi 39,"số 29, đường Nguyễn Văn Rốp, Khu Phố 1, Phường 4, Thành phố Tây Ninh, Tây Ninh",0276 033 839 5757,,,
Bánh canh Út Huệ,"88 Nguyễn Văn Rốp, Huyện Trảng Bàng, Tây Ninh",0276 0907433388,,,
Ẩm thực Đăng Garden,"Số 98 Nguyễn Chí Thanh, Phường 3, Thành phố Tây Ninh, Tây Ninh",0276 0988 114 115,,,
Nhà hàng Tuân Gù,"Số 244 Nguyên Lương Bằng, tiểu khu 13, Thị trấn Mộc Châu, Huyện Mộc Châu, Sơn La",0212 094439 8585,,https://amthuctuangu.com,
Nhà hàng Quang Thắng,"Tiểu khu 10, Thị trấn Mộc Châu, Huyện Mộc Châu, Sơn La",0212 0979 928 969,,,
Nhà hàng Gà Việt Mộc Châu,"Tiểu khu Nhà nghỉ, Thị trấn NT Mộc Châu, Huyện Mộc Châu, Sơn La",0212 0368 746 383,,,
Nhà hàng Đông Hải Mộc Châu,"210 đường Trần Huy Liệu, Thị trấn Mộc Châu, Huyện Mộc Châu, Sơn La",0212 0336 828 666,,,
Nhà hàng Cá Hồi 64 Mộc Châu,"KM 179 Quốc lộ 6, cổng chào Mộc Châu, Huyện Mộc Châu, Sơn La",0212 0988251999,cahoi64mocchau@gmail.com,https://cahoi64mocchau.com,
Nhà hàng 75 Quyết Xuôi - Trâu Tây Bắc,"Km 73, tiểu khu 3, Thị trấn Mộc Châu, Huyện Mộc Châu, Sơn La",0212 0915 869 227,,,
Lẩu & Nướng Lâm Tới,"210 Trường Chinh, Thành phố Sơn La, Sơn La",0212 098 665 48 41,,,
Nhà hàng Hải Viên,"16-18 Giảng Lắc, Phường Quyết Thắng, Thành phố Sơn La, Sơn La",0212 093 681 8080,,,
Gụi Quán - Mộc Châu,"Tiểu khu 6 , Thị trấn Mộc Châu, Huyện Mộc Châu, Sơn La",0212 097 907 86 66,,,
Cá Hồi Vườn Đào,"Tiểu Khu Vườn Đào, Huyện Mộc Châu, Sơn La",0212 091 215 83 78,,,
Ẩm thực Mộc Châu - Ngô Gia Trang,"Bản Lùn (Đối diện cổng khu du lịch Happy Land Mộc Châu), Xã Mường Sang, Huyện Mộc Châu, Sơn La",0212 0944 568 569,,,
Vườn Bia K36,"207 Nguyễn Văn Linh, Phường 2, Thành phố Sóc Trăng, Sóc Trăng",0299 3812 589,,,
Nem nướng Bảy Gành,"22 Khóm 7 Đường Lê Hồng Phong, Phường 3, Thành phố Sóc Trăng, Sóc Trăng",0299 0907223634,,,
Lẩu mắm Cây Dừa,"203 Hùng Vương, Phường 6, Thành phố Sóc Trăng, Sóc Trăng",0299 079 382 1182,,,
Hủ tiếu Nam Vang Ngọc Trinh,"144-146 Phú Lợi, Thành phố Sóc Trăng, Sóc Trăng",0299 0939 545 155,,,
Bún nước lèo Cây Nhãn,"Võ Đình Sâm, Phường 6, Thành phố Sóc Trăng, Sóc Trăng",,,,
Bún gỏi dà - Cô Hằng,"13 Nguyễn Văn Hữu, Phường 1, Thành phố Sóc Trăng, Sóc Trăng",0299 3610 576,,,
Nhà hàng Zero Seamile,"Đường Lạc Long Quân, Thành phố Hội An, Quảng Nam",0235 3911 911,,,
Nhà hàng Vạn Lộc,"27 Trần Phú, Thành phố Hội An, Quảng Nam",0235 3861 212,,,
Tân Trường Xanh,"36 Xuân Diệu, Thành Phố Đồng Hới, Quảng Bình",0232 6277 702,,,
Nhà hàng Rau Muống Xanh,"106 Nguyễn Thái Học, Thành phố Hội An, Quảng Nam",,,,
Nhà hàng Trống Cơm,"75 Nguyễn Thái Học, Thành phố Hội An, Quảng Nam",0235 3862 999,info@ricedrum.com,http://www.ricedrum.com,
Ngọc Tuyết Restaurant,"43 - 45 Trần Hưng Đạo, Thành phố Hội An, Quảng Nam",0235 0987309619,ngoctuyetrestaurant1@yahoo.com,http://ngoctuyetrestaurant.com,0235 3863 938
Mango Mango,"45 Nguyễn Phúc Chu, Thành phố Hội An, Quảng Nam",0235 3911 863,,,
Nhà hàng Lá Chuối,"88 Bạch Đằng, Thành phố Hội An, Quảng Nam",0235 3861 346,,,
Nhà hàng Faifo Xưa,"66 Nguyễn Thái Học, Thành phố Hội An, Quảng Nam",0235 3917 444,,,
Nhà hàng Đại Dương,"71 Trương Pháp, Thành Phố Đồng Hới, Quảng Bình",0232 3833 868,,,
Nhà Hàng Bảo Hân,"17 Cửa Đại, Thành phố Hội An, Quảng Nam",,,,
Hải Cafe,"111 Trần Phú, Phường Minh An, Thành phố Hội An, Quảng Nam",0235 3863 210,,,
Brother’s cafe’,"27-29 Phan Bội Châu, Thành phố Hội An, Quảng Nam",0235 3914 150,brothercafe@dng.vnn.vn,www.brothercafehoian.com.vn,0235 3923 012
Nhà hàng Như Ý,"11 Lê Quý Đôn, TP Đồng Hới, Quảng Bình",0232 3821 280,,,
Nhà hàng Kim Tuyến,"01 Hoàng Thị Loan, Khu đô thị Bắc Lê Lợi, Thành Phố Đồng Hới, Quảng Bình",0232 093 139 86 78,,,
Nhà hàng tre Everland,"01 Nguyễn Văn Trỗi, Thành Phố Đồng Hới, Quảng Bình",0232 098 755 66 22,,,
Cơm niêu Minh Phượng,"13 Phùng Hưng, Thành Phố Đồng Hới, Quảng Bình",0232 3829 039,comnieuminhphuongqb@gmail.com,,
Nhà hàng Chang Chang,"200 Trần Hưng Đạo, Thành Phố Đồng Hới, Quảng Bình",0232 3820 590,changchang.qb@gmail.com,http://changchangfamily.com,
Yoon Oppa BBQ,"Số 21 lô A4 Khu đô thị mới Hoà Lạc, Phường Cẩm Bình, Thành phố Cẩm Phả, Quảng Ninh",0203 386 0699,,,
Nhà hàng Xưa và Nay,"Bến Do, Thành phố Cẩm Phả, Quảng Ninh",0203 0961 115 371,,,
Xu Quán,"Tổ 1 khu 7 - Chân cầu vượt khách sạn Đức Phúc, Phường Thanh Sơn, Thành phố Uông Bí, Quảng Ninh",0203 958 6789,,,
Nhà hàng Bích Hậu,"Tổ 16, Khu Bí Giàng, Phường Yên Thanh, Thành phố Uông Bí, Quảng Ninh",0203 078 715 7566,,,
Nhà Hàng Sao Biển 168,"168 Hùng Vương, Thành phố Quảng Ngãi, Quảng Ngãi",0255 093 524 66 21,,,
Vân Vân Quán,"Tầng 1, Lô 47A Chung Cư Xanh, Cột 8, Thành phố Hạ Long, Quảng Ninh",0203 0961136252,,,
Nhà Hàng Trang Gia Viên,"40 Đường Trần Phú, Thành phố Uông Bí, Quảng Ninh",,,,
Thang Long Star Restaurant,"Tổ 9, khu 9, đường Hoàng Quốc Việt, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",0203 384 5916,,,
Thai BBQ Buffet,"Tầng 4, Vincom Cẩm Phả, Thành phố Cẩm Phả, Quảng Ninh",0203 096 856 60 87,,www.thaibbq.com.vn,
Sành Quán,"Số nhà 91- tổ 4-khu 2 , Phường Thanh Sơn, Thành phố Uông Bí, Quảng Ninh",0203 093 296 1102,,,
Quán Cây Bàng - Bánh cuốn chả mực,"số 189 ngõ 1, Nhà Hát, Thành phố Hạ Long, Quảng Ninh",0203 096 330 24 55,,,
Nhà hàng Phù Đổng Hạ Long,"6A Lê Thánh Tông, Thành phố Hạ Long, Quảng Ninh",0203 3656 339,,,
Nhà hàng xứ Cẩm,"Tổ 5 khu 6 , Thành phố Cẩm Phả, Quảng Ninh",0203 0986086888,,,
Nhà hàng Tuấn Thịnh,"Cạnh bến xe Cao Sơn, Phường Cẩm Sơn, Thành phố Cẩm Phả, Quảng Ninh",0203 0933 24 3399,,,
Nhà hàng Trang Gia Viên,"Số 40 Đường Trần Phú,, Phường Quang Trung, Thành phố Uông Bí, Quảng Ninh",0203 083 881 4888,contact@tranggiavien.com,https://www.tranggiavien.com,
Nhà hàng Thu Hà,"Kênh nước nóng, Phường Quang Trung, Thành phố Uông Bí, Quảng Ninh",0203 039 855 8198,,,
Nhà Hàng Quảng Hiền,"Nhà hàng Quảng Hiền Cao Sơn (đối diện UBND Phường Cẩm Sơn) đường Hoàng Quốc Việt, tổ 1, Thành phố Cẩm Phả, Quảng Ninh",0203 386 1928,nhahangquanghiencamphaqn@gmail.com,https://sites.google.com/site/nhahangquanghien1,
Phương Nam Hạ Long,"50 Đỗ Sĩ Họa, Phường Hà Khánh, Thành phố Hạ Long, Quảng Ninh",0203 090 159 95 98,,https://nhahangphuongnamhalong.com,
Nhà Hàng Phương Nam,"Đường Trần Quốc Nghiễn , Thành phố Hạ Long, Quảng Ninh",0203 0904 290 808,,https://nhahangphuongnamhalong.com,
Phố Vịt,"Số 91 Thanh Niên, Phường Cẩm Thành, Thành phố Cẩm Phả, Quảng Ninh",0203 094 899 00 11,,,
Nhà hàng Năm Dê,"Ngã tư đường Đất Đỏ, Tổ 5, khu Tân Lập 4, Phường Cẩm Thủy, Thành phố Cẩm Phả, Quảng Ninh",0203 094 276 96 96,,,
Nhà hàng Góc Việt Quán,"Đường Bờ Sông, Phường Yên Thanh, Thành phố Uông Bí, Quảng Ninh",0203 094 690 82 55,,,
Nhà hàng Buffet Sen Á Đông,"Số 1 Đường Hạ Long, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",0203 083 598 1666,sales.nhsad@indochina-junk.com,https://buffetsenadong.vn,
Nhà Hàng Lẩu Gia Đình DuLy S',"Lô B98 Phan Thái Ất, Thành phố Quảng Ngãi, Quảng Ngãi",0255 0975 437 089,,,
Nhà hàng Alibaba,"139 Phan Bội Châu, Thành phố Quảng Ngãi, Quảng Ngãi",0255 093 196 36 79,,,
Vũ Cua,"Phan Đình Phùng, Thành phố Quảng Ngãi, Quảng Ngãi",0255 093 503 31 46,,,
Tứ Hải BBQ,"Đường Hoàng Diệu, KDC Ngọc Bảo Viên, Thành phố Quảng Ngãi, Quảng Ngãi",0255 036 457 2072,,,
Tropical Beer,"Bờ kè Trà Khúc, Thành phố Quảng Ngãi, Quảng Ngãi",0255 093 211 77 67,,,
Nhà hàng Hoàng Quân,"Tổ 9, Khu 6, Phường Giếng Đáy, Thành phố Hạ Long, Quảng Ninh",0203 096 915 98 88,,,
Thúng Hải Sản,"48 - 50 Lê Khiết, Thành phố Quảng Ngãi, Quảng Ngãi",0255 0962087676,,,
Tá lả quán,"109 Phan Châu Trinh, Thành phố Quảng Ngãi, Quảng Ngãi",0255 098 472 15 27,,,
Quán Nhậu Chị 3,", Thị Trấn Châu Ổ, Huyện Bình Sơn, Quảng Ngãi",0255 0904 544 938,,,
Phố Nướng Osaka,"220 Trường Chinh, Phường Chánh Lộ, Thành phố Quảng Ngãi, Quảng Ngãi",0255 3 693 979,,,
Nướng&Lẩu Bích Họa Quán,"235/15 Phan Đình Phùng (đoạn hẻm nằm giữa Lê Lợi - Trần Hưng Đạo) , Thành phố Quảng Ngãi, Quảng Ngãi",0255 0985 132 177,,,
Nướng Phố Cổ,"430 Nguyễn Nghiêm, Thành phố Quảng Ngãi, Quảng Ngãi",0255 0906 949 999,,,
Nolan Beer,"88-90 Lê Lợi, Thành phố Quảng Ngãi, Quảng Ngãi",0255 090 548 45 52,,,
Nhung Cơm Gà,"267 Phan Bội Châu, Thành phố Quảng Ngãi, Quảng Ngãi",0255 3815362,,,
Nhà hàng Tuấn Mập Sài Gòn,"166/35 Hai Bà Trưng, Thành phố Quảng Ngãi, Quảng Ngãi",0255 0906 575 161,,,
Nhà hàng Đệ Nhất BBQ,"Số 201 Phạm Văn Đồng, Thành phố Quảng Ngãi, Quảng Ngãi",0255 : 094 711 1176,,,
Mụi Mụi Quán,"294 Nguyễn Nghiêm, Huyện Đức Phổ, Quảng Ngãi",0255 0909 756 448,,,
Mì Hàn Ajuma,"164 Quang Trung, Thành phố Quảng Ngãi, Quảng Ngãi",0255 090 694 99 99,,,
KingBBQ - Vietnam,"Tầng 4 Vincom, 26 Hà Huy Tập, Thành phố Quảng Ngãi, Quảng Ngãi",0255 1900 23 45 46,,www.kingbbq.com.vn,
Kicochi House,"137 Nguyễn Công Phương, Thành phố Quảng Ngãi, Quảng Ngãi",0255 0932503828,,,
Kawaii Sushi,"63/5 Trần Hưng Đạo, Thành phố Quảng Ngãi, Quảng Ngãi",0255 097 843 61 45,,,
Hồng Sinh Quán,"Quán số 15, Biển Mỹ Khê, Xóm Khê Lập, Xã Tịnh Khê, Thành phố Quảng Ngãi, Quảng Ngãi",0255 090 513 62 77,,,
Hải sản Thành Cá,"Ngã tư Trần Quang Khải, Huỳnh Thúc Kháng, Phường Chánh Lộ, Thành phố Quảng Ngãi, Quảng Ngãi",0255  0909707899,,,
Cơm gà Quảng Châu 2,"300 Phan Đình Phùng, Thành phố Quảng Ngãi, Quảng Ngãi",0255 097 934 17 88,,,
Cơm Gà Năm Trúc,"265 Nguyễn Nghiêm, Huyện Đức Phổ, Quảng Ngãi",0255 0971 860 727,,,
Cơm gà Hân,"03 Mai Đình Dũng, Thành phố Quảng Ngãi, Quảng Ngãi",0255 096 317 62 76,,,
Cơm gà Cô Nguyệt,"183 Trần Hưng Đạo, Thành phố Quảng Ngãi, Quảng Ngãi",0255 090 522 70 18,,,
Bún đậu mắm tôm Quảng Ngãi,"430 Nguyễn Nghiêm, Thành phố Quảng Ngãi, Quảng Ngãi",0255 090 694 99 99,,,
Bún Đậu Mắm Tôm Bà Trâm,"420 Nguyễn Nghiêm, Thành phố Quảng Ngãi, Quảng Ngãi",0255 093 524 66 21,,,
Bánh Tráng Cuốn Thịt Heo Vị Xưa,"Hẻm 196/14 đường Trần Hưng Đạo, Thành phố Quảng Ngãi, Quảng Ngãi",0255 093 470 51 22,,,
Ăn vặt BÉ RƠM,"225 Trần Hưng Đạo, Phường Trần Hưng Đạo, Thành phố Quảng Ngãi, Quảng Ngãi",0255 094 349 49 43,,,
Ẩm Thực Xứ Quảng,"303 Nguyễn Nghiêm, Phường Nguyễn Nghiêm, Huyện Đức Phổ, Quảng Ngãi",0255 0934 404 482,,,
2T Quán,"Đường Trần Kì Phong, Khu Dân Cư Đông Nam, Thị Trấn Châu Ổ, Huyện Bình Sơn, Quảng Ngãi",0255 0389 692 903,,,
Quán cơm Quang Hào,"Tổ 8A, Phường Đức Xuân, Thành Phố Bắc Kạn, Bắc Kạn",0209 01648.798.682,,,
Linh Đan,"104 Đường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",0203 3846 025,,,
Nhà hàng Cây Sữa,"Tổ 5 Trường Chinh, Phường Phùng Chí Kiên, Thành Phố Bắc Kạn, Bắc Kạn",0209 091 554 62 96,,,
Hải sản Thiên Anh,"Số 11 Phố Phan Bội Châu, Tổ 5, Khu 9A, Phường Bãi Cháy, Thành phố Hạ Long, Quảng Ninh",0203 3512 768,,,
Hải sản Hồng Hạnh 3,"50 Hạ Long, Thành phố Hạ Long, Quảng Ninh",0203 3812 345,,,
